start,open,high,low,close,volume
1587614400,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,198550500
1587700800,47.387332916259766,48.71533203125,46.54533386230469,48.34333419799805,198180000
1587960000,49.17399978637695,53.29933166503906,49.0,53.25,310221000
1588046400,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,228330000
1588132800,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,243240000
1588219200,57.01266860961914,57.987998962402344,50.900001525878906,52.12533187866211,427078500
1588305600,50.33333206176758,51.518001556396484,45.5359992980957,46.75466537475586,487977000
1588564800,46.733333587646484,50.79999923706055,46.53333282470703,50.74599838256836,288556500
1588651200,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500
1588737600,51.766666412353516,52.6533317565918,50.740665435791016,52.172000885009766,166848000
1588824000,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500
1588910400,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500
1589169600,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000
1589256000,55.133331298828125,56.21933364868164,53.866668701171875,53.96066665649414,238603500
1589342400,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,285982500
1589428800,52.0,53.557334899902344,50.93333435058594,53.55533218383789,205233000
1589515200,52.689998626708984,53.66999816894531,52.436668395996094,53.27799987792969,157776000
1589774400,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,174987000
1589860800,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,144547500
1589947200,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,109639500
1590033600,54.400001525878906,55.5,53.06666564941406,55.17333221435547,183819000
1590120000,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,149812500
1590465600,55.633331298828125,55.63999938964844,54.38066864013672,54.591331481933594,121345500
1590552000,54.7239990234375,55.180667877197266,52.33333206176758,54.68199920654297,173242500
1590638400,54.23400115966797,54.983333587646484,53.44599914550781,53.72066879272461,108834000
1590724800,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,176467500
1590984000,57.20000076293945,59.93333435058594,56.939998626708984,59.87333297729492,224092500
1591070400,59.64666748046875,60.57733154296875,58.06666564941406,58.770668029785156,203484000
1591156800,59.20800018310547,59.862667083740234,58.67333221435547,58.86399841308594,119242500
1591243200,59.32533264160156,59.71666717529297,57.229331970214844,57.62533187866211,133315500
1591329600,58.522666931152344,59.10133361816406,57.746665954589844,59.04399871826172,117178500
1591588800,61.266666412353516,63.33333206176758,60.61066818237305,63.327999114990234,212620500
1591675200,62.66733169555664,63.62933349609375,61.595333099365234,62.711334228515625,170823000
1591761600,66.12533569335938,68.49866485595703,65.5,68.336669921875,278451000
1591848000,66.01333618164062,67.9306640625,64.80000305175781,64.85600280761719,238747500
1591934400,65.33333587646484,65.8653335571289,60.84000015258789,62.35200119018555,251451000
1592193600,61.18600082397461,66.5893325805664,60.56666564941406,66.05999755859375,235458000
1592280000,67.4566650390625,67.52532958984375,64.15933227539062,65.47533416748047,210766500
1592366400,65.84733581542969,67.0,65.50466918945312,66.11933135986328,148362000
1592452800,66.86666870117188,67.94667053222656,66.2979965209961,66.9306640625,146278500
1592539200,67.51866912841797,67.73133087158203,66.0893325805664,66.72666931152344,130195500
