Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-22 00:00:00+00:00,148.60931396484375,158.37271118164062,146.99169921875,157.03121948242188,2959650502,0.0,0.0
2024-04-23 00:00:00+00:00,157.03121948242188,159.94459533691406,153.3231201171875,154.70130920410156,2750685937,0.0,0.0
2024-04-24 00:00:00+00:00,154.70130920410156,159.58090209960938,145.77056884765625,147.74514770507812,3932336720,0.0,0.0
2024-04-25 00:00:00+00:00,147.74961853027344,149.3037567138672,142.2645721435547,144.89212036132812,3674969172,0.0,0.0
2024-04-26 00:00:00+00:00,144.88917541503906,145.8546142578125,138.90838623046875,139.10433959960938,2564389027,0.0,0.0
2024-04-27 00:00:00+00:00,139.10433959960938,142.87451171875,134.02891540527344,141.28916931152344,2373155947,0.0,0.0
2024-04-28 00:00:00+00:00,141.28916931152344,144.51388549804688,137.23301696777344,137.85641479492188,1959005342,0.0,0.0
2024-04-29 00:00:00+00:00,137.8601837158203,138.7387237548828,133.70916748046875,137.7766571044922,2464951751,0.0,0.0
2024-04-30 00:00:00+00:00,137.7772979736328,139.6676483154297,121.63745880126953,126.96270751953125,3407320371,0.0,0.0
2024-05-01 00:00:00+00:00,126.9625473022461,135.11386108398438,119.38481140136719,134.6279754638672,4136407963,0.0,0.0
2024-05-02 00:00:00+00:00,134.6279754638672,140.28152465820312,128.26028442382812,137.81448364257812,3380078368,0.0,0.0
2024-05-03 00:00:00+00:00,137.81448364257812,144.9600372314453,136.12342834472656,143.77255249023438,3216962298,0.0,0.0
2024-05-04 00:00:00+00:00,143.77220153808594,148.9357452392578,142.56625366210938,146.1350555419922,3050187811,0.0,0.0
2024-05-05 00:00:00+00:00,146.1350555419922,147.91647338867188,143.47845458984375,145.71302795410156,2034794725,0.0,0.0
2024-05-06 00:00:00+00:00,145.71205139160156,156.62669372558594,145.58432006835938,152.80239868164062,2926902880,0.0,0.0
2024-05-07 00:00:00+00:00,152.80667114257812,159.05345153808594,148.0836181640625,148.1343231201172,2687619013,0.0,0.0
2024-05-08 00:00:00+00:00,148.1343231201172,149.81089782714844,140.16909790039062,142.29473876953125,2502237557,0.0,0.0
2024-05-09 00:00:00+00:00,142.29473876953125,153.08624267578125,140.78964233398438,152.84994506835938,2249863780,0.0,0.0
2024-05-10 00:00:00+00:00,152.8529052734375,155.41159057617188,144.9387969970703,146.21690368652344,2471594251,0.0,0.0
2024-05-11 00:00:00+00:00,146.2169647216797,147.4264373779297,143.33140563964844,145.3143768310547,1243751505,0.0,0.0
2024-05-12 00:00:00+00:00,145.3143768310547,147.57147216796875,142.8818359375,143.52081298828125,936690341,0.0,0.0
2024-05-13 00:00:00+00:00,143.52081298828125,150.54666137695312,138.03285217285156,147.28233337402344,2556255769,0.0,0.0
2024-05-14 00:00:00+00:00,147.27908325195312,148.8286895751953,141.9068603515625,142.0303955078125,2586166419,0.0,0.0
2024-05-15 00:00:00+00:00,142.0303955078125,158.64071655273438,141.35032653808594,158.18682861328125,3585715674,0.0,0.0
2024-05-16 00:00:00+00:00,158.18775939941406,164.31932067871094,156.7726287841797,159.116455078125,3498272951,0.0,0.0
2024-05-17 00:00:00+00:00,159.116455078125,171.6060791015625,159.116455078125,169.53054809570312,3371355809,0.0,0.0
2024-05-18 00:00:00+00:00,169.53054809570312,175.7790985107422,168.9330596923828,172.5391387939453,2479657643,0.0,0.0
2024-05-19 00:00:00+00:00,172.53919982910156,175.1893310546875,166.7326202392578,170.0913543701172,2300080451,0.0,0.0
2024-05-20 00:00:00+00:00,170.0913543701172,187.44712829589844,168.0304412841797,186.52049255371094,4636864705,0.0,0.0
2024-05-21 00:00:00+00:00,186.51951599121094,188.49383544921875,174.71170043945312,178.11614990234375,4568414163,0.0,0.0
2024-05-22 00:00:00+00:00,178.1156768798828,183.0676727294922,175.4474639892578,176.86077880859375,3833758536,0.0,0.0
2024-05-23 00:00:00+00:00,176.8631134033203,180.165283203125,167.4036865234375,175.98577880859375,5117258940,0.0,0.0
2024-05-24 00:00:00+00:00,175.98577880859375,176.03147888183594,162.8658905029297,167.7969207763672,4013502065,0.0,0.0
2024-05-25 00:00:00+00:00,167.7969207763672,170.3550567626953,166.11300659179688,168.43763732910156,1875205755,0.0,0.0
2024-05-26 00:00:00+00:00,168.43763732910156,168.43927001953125,161.2638702392578,163.3509063720703,2543881488,0.0,0.0
2024-05-27 00:00:00+00:00,163.3509063720703,171.98854064941406,163.33544921875,169.9961395263672,2745440475,0.0,0.0
2024-05-28 00:00:00+00:00,169.9961395263672,173.0171356201172,164.97340393066406,168.65084838867188,3342283019,0.0,0.0
2024-05-29 00:00:00+00:00,168.65084838867188,173.64195251464844,167.3238525390625,168.0726776123047,2852496248,0.0,0.0
2024-05-30 00:00:00+00:00,168.0726776123047,172.41778564453125,163.6839599609375,166.97653198242188,2932316784,0.0,0.0
2024-05-31 00:00:00+00:00,166.97653198242188,170.63156127929688,163.93309020996094,165.63771057128906,2415920333,0.0,0.0
2024-06-01 00:00:00+00:00,165.63772583007812,167.73709106445312,165.5856170654297,166.03067016601562,1058869941,0.0,0.0
2024-06-02 00:00:00+00:00,166.0296173095703,166.9154815673828,161.6532440185547,163.24990844726562,1562269041,0.0,0.0
2024-06-03 00:00:00+00:00,163.25015258789062,167.03875732421875,161.8537139892578,164.9234619140625,2182487608,0.0,0.0
2024-06-04 00:00:00+00:00,164.92506408691406,171.8168182373047,164.51553344726562,171.8019256591797,2057558426,0.0,0.0
2024-06-05 00:00:00+00:00,171.8019256591797,175.47531127929688,171.38299560546875,173.48291015625,2405906612,0.0,0.0
2024-06-06 00:00:00+00:00,173.48291015625,174.30470275878906,167.8642120361328,170.01622009277344,1965442993,0.0,0.0
2024-06-07 00:00:00+00:00,170.01583862304688,172.4381561279297,155.79876708984375,162.50704956054688,3298527575,0.0,0.0
2024-06-08 00:00:00+00:00,162.4967498779297,163.62017822265625,157.54295349121094,157.96890258789062,1722237785,0.0,0.0
2024-06-09 00:00:00+00:00,157.96371459960938,162.91897583007812,156.76876831054688,162.08360290527344,1475878151,0.0,0.0
2024-06-10 00:00:00+00:00,162.07888793945312,162.8277587890625,157.77020263671875,158.9280242919922,1815361482,0.0,0.0
2024-06-11 00:00:00+00:00,158.9341278076172,159.52310180664062,145.8651885986328,149.42898559570312,2812642453,0.0,0.0
2024-06-12 00:00:00+00:00,149.4223175048828,161.51483154296875,145.82144165039062,155.1775665283203,2853692260,0.0,0.0
2024-06-13 00:00:00+00:00,155.19235229492188,155.19235229492188,146.1722412109375,147.31442260742188,2085097655,0.0,0.0
2024-06-14 00:00:00+00:00,147.28204345703125,148.78933715820312,140.11538696289062,143.0944366455078,2330458883,0.0,0.0
2024-06-15 00:00:00+00:00,143.07408142089844,145.5409698486328,143.02365112304688,145.41221618652344,1065293341,0.0,0.0
2024-06-16 00:00:00+00:00,145.41796875,151.12550354003906,143.17953491210938,151.12550354003906,1147997523,0.0,0.0
2024-06-17 00:00:00+00:00,151.13723754882812,151.58477783203125,140.13880920410156,143.3342742919922,2244770232,0.0,0.0
2024-06-18 00:00:00+00:00,143.314697265625,143.61065673828125,130.28907775878906,137.50399780273438,4046511952,0.0,0.0
2024-06-19 00:00:00+00:00,137.4798126220703,141.66993713378906,134.73263549804688,135.60960388183594,2241396569,0.0,0.0
2024-06-20 00:00:00+00:00,135.60960388183594,141.0752410888672,132.087646484375,133.47296142578125,2343938226,0.0,0.0
2024-06-21 00:00:00+00:00,133.47195434570312,135.22915649414062,128.9219207763672,134.5883026123047,2214701928,0.0,0.0
2024-06-22 00:00:00+00:00,134.56765747070312,136.46005249023438,133.14248657226562,133.6702423095703,948392979,0.0,0.0
2024-06-23 00:00:00+00:00,133.66000366210938,135.005859375,128.2696990966797,128.59042358398438,1063910411,0.0,0.0
2024-06-24 00:00:00+00:00,128.59800720214844,132.3112335205078,123.6693344116211,132.24139404296875,3420423301,0.0,0.0
2024-06-25 00:00:00+00:00,132.26934814453125,139.72958374023438,131.29635620117188,136.5592041015625,2517391150,0.0,0.0
2024-06-26 00:00:00+00:00,136.5549774169922,140.16876220703125,134.92576599121094,136.60914611816406,1670038554,0.0,0.0
2024-06-27 00:00:00+00:00,136.61341857910156,150.7672119140625,135.2449951171875,149.44837951660156,2831651846,0.0,0.0
2024-06-28 00:00:00+00:00,149.4542694091797,150.0515899658203,139.30589294433594,139.70339965820312,2396070692,0.0,0.0
2024-06-29 00:00:00+00:00,139.7193145751953,142.8238525390625,139.6678009033203,140.01014709472656,1139066175,0.0,0.0
2024-06-30 00:00:00+00:00,140.01272583007812,147.19932556152344,137.14137268066406,146.49249267578125,1567841881,0.0,0.0
2024-07-01 00:00:00+00:00,146.4812774658203,148.7985076904297,145.8227996826172,146.59506225585938,1814659116,0.0,0.0
2024-07-02 00:00:00+00:00,146.5885467529297,154.7129669189453,146.12054443359375,153.7004852294922,2024773533,0.0,0.0
2024-07-03 00:00:00+00:00,153.7111358642578,154.197998046875,139.5172576904297,140.73141479492188,2813419415,0.0,0.0
2024-07-04 00:00:00+00:00,140.71533203125,142.51486206054688,127.55081939697266,127.55081939697266,3243822145,0.0,0.0
2024-07-05 00:00:00+00:00,127.60507202148438,135.84579467773438,122.44230651855469,134.3693389892578,4644036182,0.0,0.0
2024-07-06 00:00:00+00:00,134.36329650878906,144.0084686279297,132.61329650878906,143.24118041992188,2078535871,0.0,0.0
2024-07-07 00:00:00+00:00,143.1870574951172,143.1870574951172,131.7740936279297,131.7740936279297,1842515124,0.0,0.0
