Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-22 00:00:00+00:00,0.5246760249137878,0.569130003452301,0.5232830047607422,0.556833028793335,1671344072,0.0,0.0
2024-04-23 00:00:00+00:00,0.5568289756774902,0.557187020778656,0.5430060029029846,0.5451589822769165,1351313210,0.0,0.0
2024-04-24 00:00:00+00:00,0.5451549887657166,0.5516200065612793,0.522068977355957,0.5274040102958679,1534036870,0.0,0.0
2024-04-25 00:00:00+00:00,0.5274080038070679,0.532256007194519,0.5141689777374268,0.5255119800567627,1286617507,0.0,0.0
2024-04-26 00:00:00+00:00,0.5255140066146851,0.5355110168457031,0.5161510109901428,0.5261120200157166,1158982887,0.0,0.0
2024-04-27 00:00:00+00:00,0.5261110067367554,0.5262110233306885,0.5104230046272278,0.5177749991416931,753955067,0.0,0.0
2024-04-28 00:00:00+00:00,0.5177749991416931,0.5246260166168213,0.5094550251960754,0.5103769898414612,580872466,0.0,0.0
2024-04-29 00:00:00+00:00,0.5103750228881836,0.5171279907226562,0.49964699149131775,0.5154320001602173,1143210748,0.0,0.0
2024-04-30 00:00:00+00:00,0.5154340267181396,0.5192300081253052,0.4904929995536804,0.50006502866745,1347490379,0.0,0.0
2024-05-01 00:00:00+00:00,0.5000619888305664,0.5201680064201355,0.48020800948143005,0.5170000195503235,1720060134,0.0,0.0
2024-05-02 00:00:00+00:00,0.5169969797134399,0.5243350267410278,0.5066930055618286,0.5183290243148804,1118497654,0.0,0.0
2024-05-03 00:00:00+00:00,0.5183290243148804,0.5365129709243774,0.5151939988136292,0.5318940281867981,1138445190,0.0,0.0
2024-05-04 00:00:00+00:00,0.5318930149078369,0.5401409864425659,0.5280889868736267,0.5304049849510193,686389982,0.0,0.0
2024-05-05 00:00:00+00:00,0.5304049849510193,0.5331860184669495,0.5247910022735596,0.5297840237617493,535784827,0.0,0.0
2024-05-06 00:00:00+00:00,0.5297889709472656,0.5688809752464294,0.5266100168228149,0.5405470132827759,1774389100,0.0,0.0
2024-05-07 00:00:00+00:00,0.5405480265617371,0.5438420176506042,0.5229610204696655,0.5247439742088318,1132990207,0.0,0.0
2024-05-08 00:00:00+00:00,0.5247439742088318,0.5290600061416626,0.5157150030136108,0.5172299742698669,1122168971,0.0,0.0
2024-05-09 00:00:00+00:00,0.5172240138053894,0.5232700109481812,0.5099250078201294,0.521028995513916,978009518,0.0,0.0
2024-05-10 00:00:00+00:00,0.5210310220718384,0.521058976650238,0.4987959861755371,0.5023379921913147,1100350623,0.0,0.0
2024-05-11 00:00:00+00:00,0.5023379921913147,0.50730299949646,0.5011299848556519,0.5059750080108643,447992708,0.0,0.0
2024-05-12 00:00:00+00:00,0.5059760212898254,0.5085880160331726,0.49744701385498047,0.49947500228881836,397026846,0.0,0.0
2024-05-13 00:00:00+00:00,0.49947500228881836,0.5116739869117737,0.48791900277137756,0.5049020051956177,991525778,0.0,0.0
2024-05-14 00:00:00+00:00,0.5049020051956177,0.511355996131897,0.49782800674438477,0.49988698959350586,1077455413,0.0,0.0
2024-05-15 00:00:00+00:00,0.49988898634910583,0.5196210145950317,0.49744999408721924,0.5190039873123169,1118098628,0.0,0.0
2024-05-16 00:00:00+00:00,0.5190119743347168,0.5213310122489929,0.5131040215492249,0.5156980156898499,1152212983,0.0,0.0
2024-05-17 00:00:00+00:00,0.515699028968811,0.5288699865341187,0.5139979720115662,0.5238040089607239,1015239692,0.0,0.0
2024-05-18 00:00:00+00:00,0.5238040089607239,0.5256279706954956,0.5195199847221375,0.5213900208473206,496850725,0.0,0.0
2024-05-19 00:00:00+00:00,0.521390974521637,0.5235369801521301,0.5074570178985596,0.5096610188484192,562911149,0.0,0.0
2024-05-20 00:00:00+00:00,0.5096610188484192,0.5373330116271973,0.5074959993362427,0.5373330116271973,1401702874,0.0,0.0
2024-05-21 00:00:00+00:00,0.537326991558075,0.5561180114746094,0.532230019569397,0.5369830131530762,1977024521,0.0,0.0
2024-05-22 00:00:00+00:00,0.5369830131530762,0.5376880168914795,0.5236920118331909,0.5265100002288818,1205640257,0.0,0.0
2024-05-23 00:00:00+00:00,0.5265100002288818,0.5392069816589355,0.5093910098075867,0.5282859802246094,2188558788,0.0,0.0
2024-05-24 00:00:00+00:00,0.5282859802246094,0.5367299914360046,0.5178719758987427,0.5357530117034912,1232280845,0.0,0.0
2024-05-25 00:00:00+00:00,0.5357490181922913,0.5423189997673035,0.5335080027580261,0.5418090224266052,652679509,0.0,0.0
2024-05-26 00:00:00+00:00,0.541808009147644,0.5418350100517273,0.526602029800415,0.5282109975814819,579619779,0.0,0.0
2024-05-27 00:00:00+00:00,0.5282109975814819,0.539929986000061,0.5237690210342407,0.5337719917297363,1013292526,0.0,0.0
2024-05-28 00:00:00+00:00,0.5337719917297363,0.5345720052719116,0.5215920209884644,0.5282350182533264,1141481357,0.0,0.0
2024-05-29 00:00:00+00:00,0.5282340049743652,0.5320940017700195,0.5200960040092468,0.523248016834259,1184420624,0.0,0.0
2024-05-30 00:00:00+00:00,0.5232489705085754,0.5273370146751404,0.5136370062828064,0.5188609957695007,1329469469,0.0,0.0
2024-05-31 00:00:00+00:00,0.5188609957695007,0.5240820050239563,0.5126820206642151,0.517799973487854,1220311836,0.0,0.0
